batch,index,music,hashtag,author,likes,comments,shares,saves
3,7,original sound - Lukenizzy,"fyp, fyp%E3%82%B7%E3%82%9Aviral, couplestiktok, foryoupage, fyp%E3%82%B7, blowthisup, lukenizzy",lukenizzy,4800000,7733,394300,43300
3,10,Never Lose Me - Flo Milli,,itsyaboyryantang,8300,110,1141,85
3,11,original sound - ElysiumCrux,"wadadadang, fyp",itsmikeymartin,99000,267,14700,399
3,15,original sound - gianna,greenscreenvideo,giannamjoyce,1100000,4048,81800,2749
3,16,original sound - spo6kzie,"fyp, xybca, trend, jujuwalk",lolllitsren,356200,761,36300,741
3,18,original sound - Sophie Lauren’s VR,,sophiespersonalvr,1294,13,162,11
3,20,original sound - Cops Story,"cops, copsoftiktok, copsontiktok, copstiktok, foryou, fyp",cops.story2,799700,14600,71000,21500
3,21,original sound - Toyy,"friends, paramore, herway, herwaychallenge, presidentdeborahalivilliams, deborahaliwilliams, floptok, flopera",toyyii_,209900,849,24400,1552
3,22,original sound - Carl movies,"fyp, film, movies",carl.movies,532000,336,33800,277
3,23,original sound - Noemy,"fyp, funny, viral",noemyiscool_,1900000,6648,176400,24300
4,0,sonido original - Gael Miranda,,melodyvalenzuelar,397200,2034,34500,1288
4,1,Bellaca - L30 Oficial,,l30oficiall,14600,31,2861,134
4,2,original sound - 6footkillaa,"publicinterview, height, heightproblems, fyp, viralvideo, foryourpage",6footkillaa,28700,146,2063,48
4,4,original sound - ✪ SANTANA ✪,"fyp, foryou, fyp%E3%82%B7, tgcsantana",santanatgc,261000,4346,49200,3880
4,9,original sound - AkilCurrie,"michaelmyers, michaelmyersprank, michaelmversmask, scareprank, prank, drivethruprank",akilcurrie,653000,2539,81100,4798
4,10,sonido original - Nazareth Gomez,@leandrasanchezzz,nazarethgomez10,89200,1401,10500,658
4,13,sonido original - Michelle Salvatore🫀✨,"fyp, fypage, trendy, vampirediaries",theonlyromantoolit,196700,1438,26200,585
4,14,"Spooky, quiet, scary atmosphere piano songs - Skittlegirl Sound","skinwalker, scary, scaryvideos, horror, creepy",allthehorrorusa,559100,6540,59600,11700
4,18,original sound - spo6kzie,"fyp, foryou, sturdy, alibaba%F0%9F%92%AB",alibaba_rcm,925300,5030,94200,4442
4,20,orijinal ses - caner,"fyp, mylove, grandad, wholesome, takealookofmygirlfriend",grandadfrankk,3600000,12500,155900,43000
4,22,Thank you to my ma - postinghellcatt,"tall, family",marietemara4.0,99500,2376,5339,985
4,23,Love songs - ⭐️,,emresuveren,2100000,13300,235300,45600
5,3,Following just the New tiktoker - TikTok Queen🇧🇪 🇮🇹,ladykaylive,lady.kay_,248500,140700,176300,69400
5,4,original sound - JSCM_movies,"movies, foryou, movie, movieclips, fyp",jscm_movies6,587800,19500,110300,12700
5,5,original sound - Kenayo Frederick,"fyp, fu, freesaucegod, highlightertutorial",nhlfreesaucegod,270700,1603,81000,4321
5,6,original sound - Breckie Hill,@henry_hockey777,breckiehill,214600,1162,20500,694
5,7,original sound - MOONTELLTHAT,,moontellthat,500300,4404,20700,4244
5,8,nhạc nền - us.cominghome.99,"cominghome, surprise, soldiercominghome, military, viralvideo, fyp",us.cominghome.99,10400,226,5441,66
