batch,index,music,hashtag,author,likes,comments,shares,saves
2,6,original sound - ceedee bm,"ceedeesbm, fyp, trending, myman, bd, ceedeelamb, 88",ceedeesbm,30300,166,5215,303
2,7,original sound - Greg Renko,"fyp, foryou, gaming, gamer, videogames, gamingmemes, funny, relatable, npc",gregrenko,34400,54,4599,65
2,10,IS YA READY BOOSTED - ʳᵉᵃᵖᵉʳgravez (training arc),"2xdotti, fyp, dahood, roblox, roblox, robloxfyp, robloxgames, robloxfunny, robux, bronx, dahoodfyp, makemefamous, robanger",flikqz2x,481800,6150,124900,10300
2,11,starboy - speed - Libra,"roblox, 4u, pacifico, greenvilleroblox, dorsetcountyroblox, viral, blowthisup, floridaslotgame, subway",floridaslotgame,21100,303,5643,201
1,0,Meow - Dust☆,"@cofflefish, voiceover, voiceovers, elsa, elsafrozen, anna, annafrozen, frozen, frozenmovie, frozenmoment, frozenmoments, frozenelsa, frozenanna, elsaandanna, annaandelisa, frozenelsaandanna, arendelle, disney, disneymovies, disneymovie, disnevplus, disneyanimation, disneyplus, disneyfrozen, princessanna, queenelsa, princehans, hans, princehansofthesouthernisles, hansofthesouthernisles",risottosimp3000_3.0,46900,1102,9755,1924
1,1,Monkeys Spinning Monkeys - Kevin MacLeod & Kevin The Monkey,"teachersoftiktok, teachersdressedasstudents, teacherfun, blackteachersontiktok",brittan.ya,3600000,38700,267700,101400
1,2,Jurassic Park Theme - Voidoid,"pawrenting101, pawrents, park, tank, yorkie, yorkiesoftiktok, sweaterweather, hoka, tank_ms, bestdayever",tank_ms,3700000,8635,202600,141300
1,4,son original - 💐𝐵🪐,,brookemonk_,2300000,4250,131600,4055
1,5,IMMMMM UPPPPP - Antwitdatfatty 🍑,"fyp%E3%82%B7, relatable, trending, aylecia, xybca",leci.bby,262200,1053,41000,3704
1,9,original sound - Lifewithmark,"foryou, frenchbulldog, bourboncityfrenchies, frenchbulldogpuppy, creme, cremethefrenchbulldog, frenchies, fyp, share",marks.gallery,1700000,8987,191000,17700
1,10,original sound - spo6kzie,"fyp, relatable",.a.m.a.y.aaa,498000,0,44600,2026
2,0,From Tha Back - lil.Eaarl,"fyp%E3%83%84, foryoupage, identicaltwins, dance",zaii623,1100000,2912,174600,7608
2,1,Ick - Alt Ending - Lay Bankz,"fyp, mother, motherdaughter, funny",piperkr,1900000,4294,155300,20200
2,2,original sound - KEEMOKAZI,,keemokazi,428300,3032,32000,520
2,3,original sound - 🌟,"fyp, livelikechelsea, stanley",chelsea_devinn_,82600,1882,2737,1930
2,6,original sound - Paddington,"bringitonfighttothefinish, movie, dance, tiktok, fyp",paddianym56,302200,397,27000,436
2,7,original sound - Omer Majid,,omermajidshorts,1400000,11600,84100,7009
2,10,original sound - snow💕,,definitelynotjezelle.x,357200,1775,47000,1432
2,11,原聲 - Romancecake520,"loveskills, fyp, comfortable, decompressionvideo, about, love, desserts",romancecake520,35400,1586,4218,19400
2,12,origineel geluid - Latina,"lunatuna, jiah, fyp, eyescontact, foryou, @uluv.luna.tuna, @jiahbiahhh",edited.by.latina,72100,166,6566,60
2,14,Simple Pleasantries - Arthur Benson,"breathalyzer, breathalyzertest, drunktest, howdrunkareyou, twicethelegalminute",stephenmakesvideos,405900,524,17000,166
2,16,original sound - Jbailey,"fyp%E3%82%B7, fy, fyp%E3%82%B7, fyp%E3%82%B7, fyp, fypage, fyp%E3%82%B7, fyp, fyp%E3%82%B7%E3%82%9Aviral, jayahxomoraaa",jaslenbailey,555,16,101,3
2,17,another love - ✨️,"fyp, foryou, foryoupage, relationship, heartbroken, emotional, sad, shocking, watchtillend, gf, bf, cheating, viral",dailytokky,602300,2530,59700,2038
2,18,original sound - Miss Timmer,"middleschool, choirteacher",thatweirdchoirteacher,203800,421,12500,283
2,19,original sound - RIZZ __ X. GIRL,"funnyy, viral, rizzing, rizz, confidence, pickupline",dollar.hustle2,39400,175,6628,1069
2,21,Epic Legend - Auracle,"twix, twixrecipe",bestfoodsecrets,80900,1734,46600,10400
2,24,Márcio Beat Water remix - Márcio Beats,,lala_sadii,190000,1344,10200,245
